GLN Proveedor CPP                  Descripción                                                            Marca                          División                              GTIN13 Unid/c Promo F alta         Estado 
7737001070017 100032               SCOTT GOURMET R COC 8X3X50UN                                           GOURMET                        KIMBERLY                       7798038155689      8 N     20041223T1704  D      
7737001070017 182707               LUX JAB BRILLA 72X125GR                                                LUX                            PERSONAL CARE                  7791293990866     72 N     20080701T1202  A      
7737001070017 182776               LUX JAB SIENTEME 24X3X125GR                                            LUX                            PERSONAL CARE                  7791293990835     24 N     20080701T1202  A      
7737001070017 182777               LUX JAB ENCANTAME 24X3X125GR                                           LUX                            PERSONAL CARE                  7791293990675     24 N     20080701T1202  A      
7737001070017 182778               LUX JAB SORPRENDEME 24X3X125GR                                         LUX                            PERSONAL CARE                  7791293990712     24 N     20080701T1202  S      
7737001070017 182779               LUX JAB REFRESCATE 24X3X125GR                                          LUX                            PERSONAL CARE                  7791293990750     24 N     20080701T1202  A      
7737001070017 182900               HUGGIES RECIEN NACIDO PH MAX I 10X20UN                                 HUGGIES                        KIMBERLY                       7794626922701     10 N     20071119T1304  D      
7737001070017 183019               REXONA DEO STICK AP SPORTFAN 12X50GR                                   REXONA.                        PERSONAL CARE                       75026608     12 N     20080201T1615  A      
7737001070017 183063               REXONA DEO ROLLON CALMING 12X50ML                                      REXONA.                        PERSONAL CARE                       78923348     12 N     20080430T1319  D      
7737001070017 183065               REXONA DEO ROLLON NUTRITIVE 12X50ML                                    REXONA.                        PERSONAL CARE                       78923355     12 N     20080430T1319  D      
7737001070017 183068               REXONA DEO ROLLON NEUTRAL 12X50ML                                      REXONA.                        PERSONAL CARE                       78923362     12 N     20080430T1319  D      
7737001070017 183072               REXONA DEO ROLLON QUANTUM 12X50ML                                      REXONA.                        PERSONAL CARE                       78923416     12 N     20080701T1202  A      
7737001070017 183106               SEDAL SH+AC B GLOSS6X350ML+CR PEIN+LENTE                               DOVE                           PERSONAL CARE                  7730165323289      6 S     20071130T1626  D      
7737001070017 183379               REXONA DEO STICK AP CRYST VIOLETA12X50GR                               REXONA.                        PERSONAL CARE                       75026646     12 N     20090130T1701  S      
7737001070017 183740               SUAVE JAB MIEL & ALMENDRAS 60X150GR                                    SUAVE                          PERSONAL CARE                  7791293991313     60 N     20080430T1319  S      
7737001070017 183747               SUAVE JAB ALOE VERA 60X150GR                                           SUAVE                          PERSONAL CARE                  7791293991368     60 N     20080430T1319  A      
7737001070017 183749               SUAVE JAB COCO & LECHE 60X150GR                                        SUAVE                          PERSONAL CARE                  7791293991337     60 N     20080430T1319  S      
7737001070017 183752               SUAVE JAB COCO & LECHE 35X3X90GR                                       SUAVE                          PERSONAL CARE                  7791293991344     35 N     20080430T1319  D      
7737001070017 183755               SUAVE JAB VARIEDADES 35X3X90GR                                         SUAVE                          PERSONAL CARE                  7791293991351     35 N     20080430T1319  A      
7737001070017 183862               REXONA DEO STICK AP SENSITIVE 12X50GR                                  REXONA.                        PERSONAL CARE                       78006805     12 N     20080901T1213  A      
7737001070017 183863               REXONA DEO STICK AP SPORTFAN 12X50GR                                   REXONA.                        PERSONAL CARE                       75026608     12 N     20080901T1213  S      
7737001070017 183865               REXONA DEO STICK AP V8 12X50GR                                         REXONA.                        PERSONAL CARE                       75024956     12 N     20080901T1213  A      
7737001070017 183913               REXONA DEO STICK AP QUANTUM 12X50GR                                    REXONA.                        PERSONAL CARE                       75026752     12 N     20080901T1213  A      
